"entity_id"	"core_entity_id"	"core_consensus_annotation"
"EW024_RS04100"	"g014570"	"None"
"EW024_RS04105"	"g003607"	"hypothetical protein"
"EW024_RS04110"	"g004610"	"tail protein"
"EW024_RS04120"	"g011086"	"CHAP domain-containing protein"
"EW024_RS04125"	"g010194"	"hypothetical protein"
"EW024_RS04130"	"g007836"	"DUF1366 domain-containing protein"
"EW024_RS04135"	"g007992"	"hypothetical protein"
"EW024_RS04140"	"g007926"	"phage holin"
"EW024_RS04145"	"g012710"	"CHAP domain-containing protein"
"EW024_RS04150"	"g006491"	"hypothetical protein"
"EW024_RS04155"	"g005889"	"hypothetical protein"
"EW024_RS04160"	"g001774_1"	"hypothetical protein"
"EW024_RS04165"	"g000575_1"	"hypothetical protein"
"EW024_RS04170"	"g007049"	"hypothetical protein"
"EW024_RS04175"	"g005819_1"	"streptodornase Sda3"
"EW024_RS04180"	"g000126_1"	"hypothetical protein"
"EW024_RS04185"	"g007102"	"8-oxo-dGTP diphosphatase"
"EW024_RS04190"	"g009675"	"AI-2E family transporter"
"EW024_RS04195"	"g009439"	"hypothetical protein"
"EW024_RS04200"	"g010376"	"PavA family fibronectin-binding protein Fbp54"
"EW024_RS04205"	"g011510"	"peptide ABC transporter substrate-binding protein"
"EW024_RS04210"	"g001836"	"hypothetical protein"
"EW024_RS04215"	"g012175"	"ABC transporter permease"
"EW024_RS04220"	"g012741"	"ABC transporter ATP-binding protein"
"EW024_RS04225"	"g010359"	"ribonuclease J"
"EW024_RS04230"	"g012595"	"esterase family protein"
"EW024_RS04235"	"g007970"	"hypothetical protein"
"EW024_RS04240"	"g001233"	"ABC transporter ATP-binding protein"
"EW024_RS04245"	"g011644"	"thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha"
"EW024_RS04250"	"g011511"	"alpha-ketoacid dehydrogenase subunit beta"
"EW024_RS04255"	"g004621_1"	"dihydrolipoamide acetyltransferase"
"EW024_RS04260"	"g001683"	"hypothetical protein"
"EW024_RS04265"	"g004621_2"	"dihydrolipoyl dehydrogenase"
"EW024_RS04270"	"g001761"	"hypothetical protein"
"EW024_RS04275"	"g011173"	"polysaccharide lyase 8 family protein"
"EW024_RS04280"	"g011555"	"lipoate--protein ligase"
"EW024_RS04285"	"g012559"	"type 1 glutamine amidotransferase"
"EW024_RS04290"	"g002196"	"Mur ligase family protein"
"EW024_RS04295"	"g012263"	"TIGR00159 family protein"
"EW024_RS04300"	"g011696"	"YbbR-like domain-containing protein"
"EW024_RS04305"	"g004957"	"phosphoglucosamine mutase"
"EW024_RS04310"	"g002756"	"hypothetical protein"
"EW024_RS04315"	"g009835"	"oxygen-independent coproporphyrinogen III oxidase"
"EW024_RS04320"	"g012778"	"acyl-[acyl-carrier-protein] thioesterase"
"EW024_RS04325"	"g012711"	"TIGR01457 family HAD-type hydrolase"
"EW024_RS04330"	"g006357"	"TIGR01906 family membrane protein"
"EW024_RS04340"	"g005047"	"type II CRISPR RNA-guided endonuclease Cas9"
"EW024_RS04345"	"g005665"	"type II CRISPR-associated endonuclease Cas1"
"EW024_RS04350"	"g007875"	"CRISPR-associated endonuclease Cas2"
"EW024_RS04355"	"g002710"	"type II-A CRISPR-associated protein Csn2"
"EW024_RS04360"	"g001823_2"	"hypothetical protein"
"EW024_RS04365"	"g001796"	"nucleoside-diphosphate kinase"
"EW024_RS04370"	"g000966"	"elongation factor 4"
"EW024_RS04375"	"g014571"	"None"
"EW024_RS04380"	"g000705"	"peptide-methionine (R)-S-oxide reductase MsrB"
"EW024_RS04385"	"g001077"	"YeiH family putative sulfate export transporter"
"EW024_RS04390"	"g003317"	"PTS sugar transporter subunit IIA"
"EW024_RS04395"	"g007015"	"PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB"
"EW024_RS04400"	"g012469"	"PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC"
"EW024_RS04405"	"g012388"	"PTS mannose/fructose/sorbose transporter family subunit IID"
"EW024_RS04410"	"g010380"	"sensor histidine kinase"
"EW024_RS04415"	"g012580"	"response regulator transcription factor"
"EW024_RS04420"	"g005208"	"extracellular solute-binding protein"
"EW024_RS04425"	"g010768"	"NAD-dependent succinate-semialdehyde dehydrogenase"
"EW024_RS04430"	"g004612"	"excinuclease ABC subunit UvrC"
"EW024_RS04435"	"g006492"	"NAD(P)H nitroreductase"
"EW024_RS04440"	"g004886"	"dipeptidase PepV"
"EW024_RS04445"	"g004915"	"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE"
"EW024_RS04450"	"g003081"	"50S ribosomal protein L10"
"EW024_RS04455"	"g000741"	"50S ribosomal protein L7/L12"
"EW024_RS04460"	"g007702"	"hypothetical protein"
"EW024_RS04465"	"g007817"	"DNA cytosine methyltransferase"
"EW024_RS04485"	"g006114"	"response regulator transcription factor"
"EW024_RS04490"	"g010899"	"HAMP domain-containing histidine kinase"
"EW024_RS04495"	"g004088"	"lantibiotic streptin"
"EW024_RS04500"	"g001310_1"	"ATP-binding cassette domain-containing protein"
"EW024_RS04505"	"g009451"	"lanthionine synthetase C family protein"
"EW024_RS04510"	"g001310_2"	"lantibiotic dehydratase"
"EW024_RS04515"	"g013081"	"lantibiotic protection ABC transporter ATP-binding protein"
"EW024_RS04520"	"g012793"	"lantibiotic immunity ABC transporter MutE/EpiE family permease subunit"
"EW024_RS04525"	"g012929"	"lantibiotic immunity ABC transporter MutG family permease subunit"
"EW024_RS04530"	"g008737"	"helix-turn-helix transcriptional regulator"
"EW024_RS04535"	"g008764"	"hypothetical protein"
"EW024_RS04540"	"g008711"	"DUF3173 domain-containing protein"
"EW024_RS04550"	"g009485"	"D-alanyl-D-alanine carboxypeptidase"
"EW024_RS04555"	"g011667"	"polysaccharide deacetylase family protein"
"EW024_RS04560"	"g009338"	"bifunctional folylpolyglutamate synthase/dihydrofolate synthase"
"EW024_RS04565"	"g006467"	"GTP cyclohydrolase I FolE"
"EW024_RS04570"	"g012523"	"dihydropteroate synthase"
"EW024_RS04575"	"g007757"	"dihydroneopterin aldolase"
"EW024_RS04580"	"g006973"	"2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase"
"EW024_RS04585"	"g005505"	"UDP-N-acetylmuramate dehydrogenase"
"EW024_RS04590"	"g000083"	"ABC transporter ATP-binding protein"
"EW024_RS04595"	"g005838"	"ABC transporter permease"
"EW024_RS04600"	"g005810"	"ABC transporter permease"
"EW024_RS04605"	"g009998"	"ABC transporter substrate-binding protein"
"EW024_RS04610"	"g006222"	"response regulator"
"EW024_RS04615"	"g010490"	"sensor histidine kinase"
"EW024_RS04620"	"g010950"	"L-malate permease"
"EW024_RS04625"	"g000883"	"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase"
"EW024_RS04630"	"g005201"	"zinc-dependent alcohol dehydrogenase family protein"
"EW024_RS04635"	"g012884"	"acid phosphatase AphA"
"EW024_RS04640"	"g010504"	"ClC family H(+)/Cl(-) exchange transporter"
"EW024_RS04645"	"g006442"	"hypothetical protein"
"EW024_RS04650"	"g009778"	"AI-2E family transporter"
"EW024_RS04655"	"g006146"	"JAB domain-containing protein"
"EW024_RS04660"	"g013047"	"gamma-glutamyl-gamma-aminobutyrate hydrolase family protein"
"EW024_RS04665"	"g006300"	"redox-sensing transcriptional repressor Rex"
"EW024_RS04670"	"g007837"	"DUF1831 domain-containing protein"
"EW024_RS04675"	"g009844"	"cysteine desulfurase"
"EW024_RS04680"	"g000509"	"ribose-phosphate diphosphokinase"
"EW024_RS04685"	"g002900"	"CYTH domain-containing protein"
"EW024_RS04690"	"g002684"	"GTP pyrophosphokinase family protein"
"EW024_RS04695"	"g012344"	"NAD kinase"
"EW024_RS04700"	"g011984"	"RluA family pseudouridine synthase"
"EW024_RS04705"	"g005314"	"phosphate acetyltransferase"
"EW024_RS04710"	"g001169"	"bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG"
"EW024_RS04715"	"g001209"	"hypothetical protein"
"EW024_RS04720"	"g000885"	"ABC transporter ATP-binding protein"
"EW024_RS04725"	"g001296"	"ABC transporter permease/substrate-binding protein"
"EW024_RS04730"	"g005348"	"GMP reductase"
"EW024_RS04740"	"g002887"	"xanthine phosphoribosyltransferase"
"EW024_RS04745"	"g009323"	"purine permease"
"EW024_RS04750"	"g005451"	"FAD:protein FMN transferase"
"EW024_RS04755"	"g009067"	"4-oxalocrotonate tautomerase"
"EW024_RS04760"	"g006641"	"thymidine kinase"
"EW024_RS04765"	"g000936"	"peptide chain release factor 1"
"EW024_RS04770"	"g012325"	"peptide chain release factor N(5)-glutamine methyltransferase"
"EW024_RS04775"	"g006546"	"threonylcarbamoyl-AMP synthase"
"EW024_RS04785"	"g000872"	"serine hydroxymethyltransferase"
"EW024_RS04790"	"g011618"	"nucleoid-associated protein"
"EW024_RS04795"	"g006457"	"lysozyme family protein"
"EW024_RS04800"	"g010292"	"ABC transporter ATP-binding protein"
"EW024_RS04805"	"g000976"	"high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG"
"EW024_RS04810"	"g010836"	"NADH oxidase"
"EW024_RS04815"	"g002336"	"L-lactate dehydrogenase"
"EW024_RS04820"	"g001046"	"DNA topoisomerase (ATP-hydrolyzing) subunit A"
"EW024_RS04825"	"g012794"	"sortase"
"EW024_RS04830"	"g003352"	"VOC family protein"
"EW024_RS04835"	"g014572"	"None"
"EW024_RS04840"	"g003293"	"hypothetical protein"
"EW024_RS04845"	"g005551"	"diacylglycerol kinase family lipid kinase"
"EW024_RS04850"	"g001226"	"hemolysin III family protein"
"EW024_RS04855"	"g007299"	"DUF1836 domain-containing protein"
"EW024_RS04860"	"g002469"	"ribosome biogenesis GTPase YlqF"
"EW024_RS04865"	"g002516"	"ribonuclease HII"
"EW024_RS04870"	"g012345"	"DNA-protecting protein DprA"
"EW024_RS04875"	"g004508"	"type I DNA topoisomerase"
"EW024_RS04880"	"g001454"	"LysR family transcriptional regulator substrate-binding protein"
"EW024_RS04885"	"g000007"	"LysR family transcriptional regulator"
"EW024_RS04895"	"g005324"	"D-lactate dehydrogenase"
"EW024_RS04900"	"g006223"	"DNA-binding protein"
"EW024_RS04905"	"g012953"	"DUF3307 domain-containing protein"
"EW024_RS04910"	"g004972"	"methylenetetrahydrofolate--tRNA-(uracil(54)- C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO"
"EW024_RS04915"	"g000051"	"oxaloacetate decarboxylase subunit alpha"
"EW024_RS04920"	"g003615"	"membrane protein"
"EW024_RS04925"	"g000757"	"biotin/lipoyl-binding protein"
"EW024_RS04930"	"g009836"	"sodium ion-translocating decarboxylase subunit beta"
"EW024_RS04935"	"g012090"	"triphosphoribosyl-dephospho-CoA synthase CitG"
"EW024_RS04940"	"g013048"	"GntR family transcriptional regulator"
"EW024_RS04945"	"g010752"	"CitMHS family transporter"
"EW024_RS04950"	"g003589"	"hypothetical protein"
"EW024_RS04955"	"g000051"	"oxaloacetate decarboxylase subunit alpha"
"EW024_RS04960"	"g009864"	"sodium ion-translocating decarboxylase subunit beta"
"EW024_RS04965"	"g008102"	"citrate lyase acyl carrier protein"
"EW024_RS04970"	"g001123"	"citrate (pro-3S)-lyase subunit beta"
"EW024_RS04975"	"g000471"	"citrate lyase subunit alpha"
"EW024_RS04980"	"g006595"	"citrate lyase holo-[acyl-carrier protein] synthase"
"EW024_RS04985"	"g000051"	"oxaloacetate decarboxylase subunit alpha"
"EW024_RS04990"	"g005194"	"[citrate (pro-3S)-lyase] ligase"
"EW024_RS04995"	"g007059"	"hypothetical protein"
"EW024_RS05000"	"g010009"	"tyrosine recombinase XerS"
"EW024_RS05005"	"g013029"	"helix-turn-helix transcriptional regulator"
"EW024_RS05010"	"g000994"	"signal recognition particle protein"
"EW024_RS05015"	"g003541"	"putative DNA-binding protein"
"EW024_RS05020"	"g002539"	"transcriptional regulator LldR"
"EW024_RS05025"	"g010689"	"hypothetical protein"
"EW024_RS05030"	"g000992"	"glutamine-hydrolyzing GMP synthase"
"EW024_RS05035"	"g009516"	"aminoacyltransferase"
"EW024_RS05040"	"g010457"	"ABC-F family ATP-binding cassette domain-containing protein"
"EW024_RS05045"	"g006705"	"membrane protein"
"EW024_RS05050"	"g012186"	"pyridoxamine kinase"
"EW024_RS05055"	"g009366"	"PLP-dependent aminotransferase family protein"
"EW024_RS05065"	"g007894"	"hypothetical protein"
"EW024_RS05070"	"g010444"	"cardiolipin synthase"
"EW024_RS05075"	"g000979_1"	"formate--tetrahydrofolate ligase"
"EW024_RS05080"	"g002298"	"lipoate--protein ligase"
"EW024_RS05085"	"g002369"	"NAD-dependent deacetylase"
"EW024_RS05090"	"g012456"	"protein-ADP-ribose hydrolase"
"EW024_RS05095"	"g003562"	"glycine cleavage system protein H"
"EW024_RS05100"	"g011512"	"LLM class flavin-dependent oxidoreductase"
"EW024_RS05105"	"g001920"	"NADH-dependent flavin oxidoreductase"
"EW024_RS05110"	"g012264"	"lipoate--protein ligase family protein"
"EW024_RS05115"	"g006115"	"phosphopantothenate--cysteine ligase"
"EW024_RS05120"	"g006767"	"phosphopantothenoylcysteine decarboxylase"
"EW024_RS05125"	"g006642"	"ECF transporter S component"
"EW024_RS05130"	"g010299"	"phospho-sugar mutase"
"EW024_RS05135"	"g011697"	"ABC transporter permease"
"EW024_RS05140"	"g011248"	"ABC transporter permease"
"EW024_RS05145"	"g010505"	"ABC transporter ATP-binding protein"
"EW024_RS05150"	"g005195_1"	"BMP family ABC transporter substrate-binding protein"
"EW024_RS05155"	"g007570"	"cytidine deaminase"
"EW024_RS05160"	"g006533"	"class I SAM-dependent methyltransferase"
"EW024_RS05165"	"g011904"	"type I pantothenate kinase"
"EW024_RS05170"	"g008609"	"30S ribosomal protein S20"
"EW024_RS05175"	"g010989"	"HAMP domain-containing histidine kinase"
"EW024_RS05180"	"g006176"	"response regulator transcription factor"
"EW024_RS05185"	"g011183"	"M1 family metallopeptidase"
"EW024_RS05190"	"g008828"	"hypothetical protein"
"EW024_RS05195"	"g006264"	"phosphate signaling complex protein PhoU"
"EW024_RS05200"	"g001138"	"phosphate ABC transporter ATP-binding protein"
"EW024_RS05205"	"g001138"	"phosphate ABC transporter ATP-binding protein"
"EW024_RS05210"	"g012071"	"phosphate ABC transporter permease PstA"
"EW024_RS05215"	"g011811"	"phosphate ABC transporter permease subunit PstC"
"EW024_RS05220"	"g012187"	"phosphate ABC transporter substrate-binding protein PstS family protein"
"EW024_RS05225"	"g010990"	"23S rRNA methyltransferase"
"EW024_RS05230"	"g012581"	"inositol monophosphatase family protein"
"EW024_RS05235"	"g008292"	"UPF0223 family protein"
"EW024_RS05240"	"g003376"	"transcriptional regulator Spx"
"EW024_RS05245"	"g011832"	"bifunctional riboflavin kinase/FAD synthetase"
"EW024_RS05250"	"g012091"	"tRNA pseudouridine(55) synthase TruB"
"EW024_RS05255"	"g010915"	"DUF2130 domain-containing protein"
"EW024_RS05260"	"g011698"	"aromatic acid exporter family protein"
"EW024_RS05265"	"g006526"	"restriction endonuclease subunit S"
"EW024_RS05270"	"g011165"	"FtsX-like permease family protein"
"EW024_RS05275"	"g013019"	"ABC transporter ATP-binding protein"
"EW024_RS05280"	"g006778"	"TetR/AcrR family transcriptional regulator"
"EW024_RS05285"	"g006316"	"GntR family transcriptional regulator"
"EW024_RS05290"	"g002993_1"	"Asp23/Gls24 family envelope stress response protein"
"EW024_RS05295"	"g003964_2"	"CsbD family protein"
"EW024_RS05300"	"g002993_2"	"Asp23/Gls24 family envelope stress response protein"
"EW024_RS05305"	"g009041"	"DUF2273 domain-containing protein"
"EW024_RS05310"	"g006458"	"alkaline shock response membrane anchor protein AmaP"
"EW024_RS05315"	"g003820_1"	"GlsB/YeaQ/YmgE family stress response membrane protein"
"EW024_RS05320"	"g004494"	"DNA helicase PcrA"
"EW024_RS05325"	"g010970"	"sodium:alanine symporter family protein"
"EW024_RS05330"	"g009486"	"cation diffusion facilitator family transporter"
"EW024_RS05335"	"g012666"	"CAMP factor pore-forming toxin Cfa"
"EW024_RS05340"	"g012346"	"amino acid ABC transporter substrate-binding protein"
"EW024_RS05345"	"g006376"	"amino acid ABC transporter ATP-binding protein"
"EW024_RS05350"	"g006317"	"amino acid ABC transporter permease"
"EW024_RS05355"	"g000769"	"phnA family protein"
"EW024_RS05360"	"g004601"	"glutamine--fructose-6-phosphate transaminase (isomerizing)"
"EW024_RS05365"	"g006706"	"signal peptidase I"
"EW024_RS05370"	"g010547"	"pyruvate kinase"
"EW024_RS05375"	"g001081"	"ATP-dependent 6-phosphofructokinase"
"EW024_RS05380"	"g011112"	"DNA polymerase III subunit alpha"
"EW024_RS05385"	"g003457"	"GntR family transcriptional regulator"
"EW024_RS05390"	"g000239"	"peptidase domain-containing ABC transporter"
"EW024_RS05395"	"g012596"	"hypothetical protein"
"EW024_RS05400"	"g006443"	"TVP38/TMEM64 family protein"
"EW024_RS05410"	"g006425"	"DUF3862 domain-containing protein"
"EW024_RS05415"	"g010031"	"glycogen/starch/alpha-glucan family phosphorylase"
"EW024_RS05420"	"g010575"	"4-alpha-glucanotransferase"
"EW024_RS05425"	"g011409"	"LacI family transcriptional regulator"
"EW024_RS05430"	"g009440"	"extracellular solute-binding protein"
"EW024_RS05435"	"g010853"	"sugar ABC transporter permease"
"EW024_RS05440"	"g012347"	"sugar ABC transporter permease"
"EW024_RS05445"	"g000144"	"LacI family transcriptional regulator"
"EW024_RS05450"	"g012441"	"maltodextrose utilization protein MalA"
"EW024_RS05455"	"g012220"	"sugar ABC transporter permease"
"EW024_RS05460"	"g010998"	"sugar ABC transporter permease"
"EW024_RS05465"	"g010074"	"cyclomaltodextrin glucanotransferase"
"EW024_RS05470"	"g010312"	"alpha-glycosidase"
"EW024_RS05475"	"g009401"	"extracellular solute-binding protein"
"EW024_RS05480"	"g001768"	"hypothetical protein"
"EW024_RS05485"	"g005349"	"alpha/beta hydrolase"
"EW024_RS05490"	"g009425"	"D-alanyl-lipoteichoic acid biosynthesis protein DltD"
"EW024_RS05495"	"g008564"	"D-alanine--poly(phosphoribitol) ligase subunit DltC"
"EW024_RS05500"	"g009413"	"D-alanyl-lipoteichoic acid biosynthesis protein DltB"
"EW024_RS05505"	"g010496"	"D-alanine--poly(phosphoribitol) ligase subunit DltA"
"EW024_RS05510"	"g009250"	"teichoic acid D-Ala incorporation-associated protein DltX"
"EW024_RS05515"	"g000953"	"excinuclease ABC subunit B"
"EW024_RS05520"	"g010057"	"ABC transporter permease subunit"
"EW024_RS05525"	"g000004"	"amino acid ABC transporter ATP-binding protein"
"EW024_RS05530"	"g010806"	"PTS sugar transporter subunit IIC"
"EW024_RS05535"	"g007254"	"DUF3284 domain-containing protein"
"EW024_RS05540"	"g007913"	"PTS lactose/cellobiose transporter subunit IIA"
"EW024_RS05545"	"g000117"	"PTS sugar transporter subunit IIB"
"EW024_RS05550"	"g010131"	"BglG family transcription antiterminator"
"EW024_RS05560"	"g010755"	"glycoside hydrolase family 1 protein"
"EW024_RS05565"	"g006085"	"nicotinamide riboside transporter PnuC"
"EW024_RS05570"	"g009221"	"hypothetical protein"
"EW024_RS05575"	"g004127"	"GTPase ObgE"
"EW024_RS05580"	"g004110"	"DUF4044 domain-containing protein"
"EW024_RS05590"	"g012151"	"carboxylating nicotinate-nucleotide diphosphorylase"
"EW024_RS05595"	"g010991"	"C4-dicarboxylate ABC transporter"
"EW024_RS05600"	"g003679"	"transposase"
"EW024_RS05605"	"g003515"	"IS3 family transposase"
"EW024_RS05610"	"g014573"	"None"
"EW024_RS05615"	"g012873"	"rRNA pseudouridine synthase"
"EW024_RS05620"	"g007710"	"thioesterase family protein"
"EW024_RS05625"	"g009525"	"MFS transporter"
"EW024_RS05630"	"g010596"	"DUF1846 domain-containing protein"
"EW024_RS05635"	"g007496"	"PaaI family thioesterase"
"EW024_RS05640"	"g014574"	"None"
"EW024_RS05645"	"g002093"	"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"EW024_RS05650"	"g010659"	"LCP family protein"
"EW024_RS05655"	"g007016"	"shikimate kinase"
"EW024_RS05660"	"g014575"	"None"
"EW024_RS05665"	"g011658"	"YihY/virulence factor BrkB family protein"
"EW024_RS05670"	"g012221"	"methionyl aminopeptidase"
"EW024_RS05675"	"g009324"	"CBS domain-containing protein"
"EW024_RS05680"	"g006779"	"GNAT family N-acetyltransferase"
"EW024_RS05685"	"g000009_2"	"G-related alpha2-macroglobulin-binding protein GRAB"
"EW024_RS05690"	"g004178"	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"EW024_RS05695"	"g000432"	"methionine adenosyltransferase"
"EW024_RS05700"	"g005149"	"internalin"
"EW024_RS05705"	"g011777"	"bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor"
"EW024_RS05710"	"g003745"	"DUF3272 domain-containing protein"
"EW024_RS05715"	"g000960"	"DNA polymerase III subunit gamma/tau"
"EW024_RS05720"	"g003089"	"GAF domain-containing protein"
"EW024_RS05725"	"g012470"	"PrsW family intramembrane metalloprotease"
"EW024_RS05730"	"g003776"	"DUF1294 domain-containing protein"
"EW024_RS05735"	"g000581"	"uridine kinase"
"EW024_RS05740"	"g009958"	"DEAD/DEAH box helicase"
"EW024_RS05750"	"g009348"	"polysaccharide deacetylase family protein"
"EW024_RS05755"	"g010698"	"NADP-dependent glyceraldehyde-3-phosphate dehydrogenase"
"EW024_RS05760"	"g000975"	"phosphoenolpyruvate-protein phosphotransferase PtsI"
"EW024_RS05765"	"g003769"	"phosphocarrier protein HPr"
"EW024_RS05770"	"g008738"	"redoxin NrdH"
"EW024_RS05775"	"g010066"	"class 1b ribonucleoside-diphosphate reductase subunit alpha"
"EW024_RS05780"	"g011678"	"class 1b ribonucleoside-diphosphate reductase subunit beta"
"EW024_RS05790"	"g014576"	"None"
"EW024_RS05800"	"g013049"	"CPBP family intramembrane metalloprotease"
"EW024_RS05805"	"g005927"	"DUF3169 family protein"
"EW024_RS05810"	"g001779"	"helix-turn-helix transcriptional regulator"
"EW024_RS05815"	"g005101"	"alanine--tRNA ligase"
"EW024_RS05820"	"g005188_1"	"peptidylprolyl isomerase PrsA"
"EW024_RS05825"	"g012990"	"O-methyltransferase"
"EW024_RS05830"	"g009621"	"OFA family MFS transporter"
"EW024_RS05835"	"g004609"	"oligoendopeptidase F"
"EW024_RS05840"	"g011668"	"competence protein CoiA"
"EW024_RS05845"	"g012954"	"rRNA pseudouridine synthase"
"EW024_RS05850"	"g013007"	"glucosamine-6-phosphate deaminase"
"EW024_RS05855"	"g005237"	"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA"
"EW024_RS05860"	"g009526"	"DUF3114 domain-containing protein"
"EW024_RS05865"	"g006547"	"hypothetical protein"
"EW024_RS05870"	"g001737"	"hypothetical protein"
"EW024_RS05880"	"g000304"	"superoxide dismutase [Mn]"
"EW024_RS05885"	"g002282"	"DNA polymerase III subunit delta"
"EW024_RS05890"	"g010035"	"DNA internalization-related competence protein ComEC/Rec2"
"EW024_RS05895"	"g006237"	"ComEA family DNA-binding protein"
"EW024_RS05900"	"g012425"	"1-acyl-sn-glycerol-3-phosphate acyltransferase"
"EW024_RS05905"	"g012651"	"tRNA1(Val) (adenine(37)-N6)-methyltransferase"
"EW024_RS05910"	"g008293"	"GIY-YIG nuclease family protein"
"EW024_RS05920"	"g004715"	"DEAD/DEAH box helicase"
"EW024_RS05925"	"g000991"	"peptide chain release factor 3"
"EW024_RS05930"	"g008683"	"hypothetical protein"
"EW024_RS05935"	"g013050"	"TIGR02206 family membrane protein"
"EW024_RS05940"	"g010782"	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase"
"EW024_RS05945"	"g011306"	"D-alanine--D-alanine ligase"
"EW024_RS05950"	"g002853"	"recombination protein RecR"
"EW024_RS05955"	"g003995"	"hypothetical protein"
"EW024_RS05960"	"g012635"	"formate dehydrogenase"
"EW024_RS05965"	"g006780"	"hypothetical protein"
"EW024_RS05970"	"g006888"	"transcription repressor NadR"
"EW024_RS05975"	"g000556"	"2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase"
"EW024_RS05980"	"g011812"	"dihydroorotate oxidase"
"EW024_RS05985"	"g010195"	"cadmium-translocating P-type ATPase"
"EW024_RS05990"	"g000126_2"	"hypothetical protein"
"EW024_RS05995"	"g005871"	"exotoxin"
"EW024_RS06000"	"g009852"	"Fic family protein"
"EW024_RS06005"	"g009541"	"holin"
"EW024_RS06010"	"g008664"	"phage holin"
"EW024_RS06015"	"g003736"	"hypothetical protein"
"EW024_RS06020"	"g000165_2"	"hypothetical protein"
"EW024_RS06025"	"g000360_2"	"DUF1617 family protein"
"EW024_RS06030"	"g002041"	"hypothetical protein"
"EW024_RS06035"	"g004393"	"hyaluronoglucosaminidase"
"EW024_RS06040"	"g002041"	"hypothetical protein"
"EW024_RS06045"	"g006086"	"hypothetical protein"
"EW024_RS06050"	"g005152"	"hypothetical protein"
"EW024_RS06055"	"g003458"	"DUF5361 domain-containing protein"
"EW024_RS06060"	"g008405"	"hypothetical protein"
"EW024_RS06065"	"g002862"	"tail protein"
"EW024_RS06075"	"g007914"	"hypothetical protein"
"EW024_RS06080"	"g003864"	"hypothetical protein"
"EW024_RS06090"	"g003326"	"hypothetical protein"
"EW024_RS06095"	"g008910"	"hypothetical protein"
"EW024_RS06100"	"g011953"	"hypothetical protein"
"EW024_RS06105"	"g007173"	"DUF4355 domain-containing protein"
"EW024_RS06110"	"g010731"	"terminase"
"EW024_RS06120"	"g000203"	"hypothetical protein"
"EW024_RS06125"	"g008684"	"hypothetical protein"
"EW024_RS06130"	"g010576"	"hypothetical protein"
"EW024_RS06135"	"g009367"	"phage portal protein"
"EW024_RS06140"	"g007771"	"hypothetical protein"
"EW024_RS06145"	"g003533"	"HNH endonuclease"
"EW024_RS06150"	"g003336"	"DUF1492 domain-containing protein"
"EW024_RS06160"	"g003570"	"hypothetical protein"
"EW024_RS06165"	"g008850"	"hypothetical protein"
"EW024_RS06170"	"g004089"	"hypothetical protein"
"EW024_RS06190"	"g000202"	"DNA-binding protein HU-alpha"
"EW024_RS06195"	"g006553"	"YpmS family protein"
"EW024_RS06200"	"g012222"	"SGNH/GDSL hydrolase family protein"
"EW024_RS06205"	"g012326"	"DegV family protein"
"EW024_RS06210"	"g002354"	"LPXTG cell wall anchor domain-containing protein"
"EW024_RS06215"	"g010360"	"DNA repair protein RecN"
"EW024_RS06220"	"g007131"	"arginine repressor"
"EW024_RS06225"	"g012389"	"TlyA family RNA methyltransferase"
"EW024_RS06230"	"g012152"	"polyprenyl synthetase family protein"
"EW024_RS06235"	"g001750"	"exodeoxyribonuclease VII small subunit"
"EW024_RS06240"	"g010916"	"exodeoxyribonuclease VII large subunit"
"EW024_RS06245"	"g001136"	"bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD"
"EW024_RS06250"	"g010322"	"phospho-sugar mutase"
"EW024_RS06255"	"g010739"	"deoxyribodipyrimidine photo-lyase"
"EW024_RS06260"	"g000004"	"amino acid ABC transporter ATP-binding protein"
"EW024_RS06265"	"g006116"	"amino acid ABC transporter permease"
"EW024_RS06270"	"g008635"	"YkuJ family protein"
"EW024_RS06275"	"g000452"	"ATP-dependent chaperone ClpB"
"EW024_RS06280"	"g003230"	"NUDIX hydrolase"
"EW024_RS06285"	"g008145"	"DUF1827 family protein"
"EW024_RS06290"	"g005083"	"isoleucine--tRNA ligase"
"EW024_RS06295"	"g012742"	"DivIVA domain-containing protein"
"EW024_RS06300"	"g012560"	"RNA-binding protein"
"EW024_RS06305"	"g008468"	"YggT family protein"
